Title,Company,Location,Experience,Studies-level,Domain,Requirements,Contract,Links,Date
Développeur Oracle APEX+ PL/SQL (Casablanca) - CASABLANCA,Preci,Casablanca, De 5 à 10 ans ,Bac +5 et plus,Informatique,"Diplôme d’Ingénieur informatique avec 5 ans d’expérience et plusUne expérience dans le développement spécifique est nécessaire sur les outils cités (APEX+PL/SQL)Bonne maîtrise d’Oracle Apex, PL/SQL, SGBD OracleCapacité de rédaction de spécifications techniquesRigueur dans les testsRigueur/qualité du codeBonne communicationDes connaissances du métier bancaire ou de gestion des risques seraient un atoutDes connaissances Java seraient appréciées",CDI,https://www.rekrute.com/offre-emploi-developpeur-oracle-apex-plsql-casablanca-recrutement-preci-casablanca-128063.html,20/09/2021
SENIOR Account Manager Technique & Commercial (Expérience Banque obligatoire) - Casablanca,Preci,Casablanca, De 10 à 20 ans ,Bac +5 et plus,Informatique,"Issu d’une école de commerce ou école d’ingénieurExpérience confirmée et réussie dans une fonction similaire (10 ans et +) idéalement dans le secteur Banque (Une expérience dans l'IT ou éventuellement chez un éditeur de solutions informatiques est un plus)Excellentes qualités relationnelles, de négociation, de diplomatie et une grande adaptabilitéLa maitrise de l’anglais est un atout majeur",CDI,https://www.rekrute.com/offre-emploi-senior-account-manager-technique-commercial-experience-banque-obligatoire-recrutement-preci-casablanca-122933.html,20/09/2021
Directeur Informatique Technique senior SSII (Business Unit Finance)- CTO - Secteur bancaire/édition de logiciels - Delivery - casablanca,Preci,Casablanca, De 10 à 20 ans ,Bac +5 et plus,Informatique,"Je recherche donc un Responsable de delivery ayant de fortes connaissances techniques (ayant fait aussi un peu d'architecture) mais aussi qui justifie d'une expérience d'au minimum cinq ans dans le management d'équipes assez importantes (au moins 10 personnes).Une expérience dans le domaine de l'édition et le secteur bancaire seraient un atout importantBac+ 5 ou supérieur, issu d’une grande école d’ingénierieCompétences managériales requises:• Sens de la responsabilité et de la prise de décision• Être à même de proposer des solutions aux problèmes posés et de les appliquer de manière autonome• Très bonne communication écrite et forte aisance orale• Capacité d’encadrement et de coaching de ses collaborateursCompétences techniques requises• Apache Hadoop écosystème : HDFS, Hive, Sqoop, Yarn, Map Reduce• Connaissance du framework spark (Java et/ou scala)• Dockers and Kubernetes• DWH, Datamart et connaissance en modélisation de données• Expérience en développement logiciel avec certains des langages suivants : Scala, Java (Java 8)• Microservices, springboot• Base de données: Mysql, Postresql, Oracle• Environnement de DevOps : git, test driven development, CI/CD• Bonne compréhension des concepts ETL, ELT, et d'ordonnancement (oozie, airflow, spring cloud data flow ou autres)• Outil de visualisation",CDI,https://www.rekrute.com/offre-emploi-directeur-informatique-technique-senior-ssii-business-unit-finance--cto---secteur-bancaireedition-de-logiciels---delivery-recrutement-preci-casablanca-127737.html,20/09/2021
Consultant(e)s SAP FI-CO Anglophones H/F - CASABLANCA,Groupe Adaming,"Abou Bakr El Kadiri, Immeuble OTIS (étage 4) ZENITH,", De 3 à 5 ans ,Bac +5 et plus,Informatique,"Vous êtes diplômé(e) d'une école de Commerce ou d'ingénieur ou en Gestion/Finance/Systèmes d’Information;Vous bénéficiez de 3 ans d’expériences minimum en Conseil, Intégration et déploiement de projets SAP;Vous maîtrisez le paramétrage d’un ou plusieurs modules SAP: FI, CO;Vous disposez d’une aisance relationnelle et d’un sens de l’écoute qui vous permettent d’évoluer efficacement dans des environnements variés;Un Anglais professionnel est nécessaire pour évoluer sur des environnement internationaux;.La connaissance technique ou fonctionnelle des autres produits SAP constituera une valeur ajoutée à votre candidature;Si vous êtes consultant fonctionnel SAP autour des métiers de la Finance et/ou du contrôle de gestion et souhaitez mener de nouveaux challenges…rejoignez-nous !",CDI,https://www.rekrute.com/offre-emploi-consultantes-sap-fi-co-anglophones-hf-recrutement-groupe-adaming-casablanca-129135.html,20/09/2021
Consultant(e)s SAP SD/MM Anglophones H/F - CASABLANCA,Groupe Adaming,"Abou Bakr El Kadiri, Immeuble OTIS (étage 4) ZENITH,", De 3 à 5 ans ,Bac +5 et plus,Informatique,"De formation Bac+5, vous avez une expérience de 3 ans minimum sur un poste de même envergure et avez acquis une expertise sur les modules SAP MM (gestion de stocks, achats…) et SD (flux de vente, pricing…) ;Vous disposez d'un niveau d'anglais opérationnel (contexte international) au regard de la dimension et l’envergure internationales des projets du Groupe ;Vous êtes également reconnu pour vos qualités rédactionnelles, votre capacité de synthèse et votre bonne communication ;Vous avez un bon sens du service client et êtes adaptable à tous types d’environnements de travail ;Vous faites preuve d’une certaine autonomie et avez démontré vos capacités à travailler en équipe.Si vous êtes consultant fonctionnel SAP autour des métiers de la logistique et souhaitez mener de nouveaux challenges…rejoignez-nous !",CDI,https://www.rekrute.com/offre-emploi-consultantes-sap-sdmm-anglophones-hf-recrutement-groupe-adaming-casablanca-129136.html,20/09/2021
Technicien IT Support N1 - SALA AL JADIDA,Econocom Maroc,Technopolis, Débutant ,"Bac +2
                                     - BTS / DUT",Informatique,"Niveau de formation : Bac+2/3 en informatique / Réseaux.Niveau d'expérience professionnelle : une expérience dans un poste similaire est fortement souhaitable.Compétences Comportementales: Orientation Client & Service, Autonomie & capacité à gérer son stress.Compétences Techniques:Compétences générales sur la gestion de la relation client.Capacité à détecter, traiter et résoudre les incidents techniques Niveau 1.Windows 8 & 10.Pack MS Office,Outlook",CDI,https://www.rekrute.com/offre-emploi-technicien-it-support-n1-recrutement-econocom-maroc-sala-al-jadida-129133.html,20/09/2021
Ingénieur Etudes et Développement JAVA/JEE - casablanca,Oceane Consulting,8 Rue adi el haraki Ex calavon quartier des hopitaux, De 3 à 5 ans ,Bac +5 et plus,Informatique,"Vous êtes titulaire d'un Bac+ 4/5 en provenance d'une grande école d'ingénieur ou équivalent.Vous justifiez d'une expérience d'au moins 3 ans dans un poste similaire, en maitrisant une ou plusieurs des technologies suivantes :• Spring• Hibernate• Webservice SOAP ( JAXB , CXF,WSDL,XSD )• CAMEL• Framework MVC: Struts 2 ou équivalent• HTML, CSS, Ajax, Javascript,Jquery;• Gestion de versions GIT ou Subversion;• Tests unitaires et TDD (Test Driven Development);• SQL; Oracle ou DB2 est un atout• Système d’exploitation : Windows, Linux;• Méthodologie agile (Scrum);• Design patterns;• UMLSi vous pensez repondre à ces critères, n'hésitez plus le poste est fait pour vous.",CDI,https://www.rekrute.com/offre-emploi-ingenieur-etudes-et-developpement-javajee-recrutement-oceane-consulting-casablanca-129132.html,20/09/2021
Consultant(e)s SAP MRP/WM H/F - CASABLANCA,Groupe Adaming,"Abou Bakr El Kadiri, Immeuble OTIS (étage 4) ZENITH,", De 3 à 5 ans ,Bac +5 et plus,Informatique,"De formation Bac+5, Vous avez une expérience de 3 ans minimum dans l’implémentation (conception et paramétrage) des modules WM/MRP de SAP et si possible d’autres modules SAP.Vous êtes également reconnu pour vos qualités rédactionnelles, votre capacité de synthèse et votre bonne communication ;Vous avez un bon sens du service client et êtes adaptable à tous types d’environnements de travail ;Vous faites preuve d’une certaine autonomie et avez démontré vos capacités à travailler en équipe.Si vous êtes consultant fonctionnel SAP autour des métiers de la supply chain et souhaitez mener de nouveaux challenges…rejoignez-nous !",CDI,https://www.rekrute.com/offre-emploi-consultantes-sap-mrpwm-hf-recrutement-groupe-adaming-casablanca-129131.html,20/09/2021
Coordinateur IT Site - Fès,ALTEN Maroc,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc, De 3 à 5 ans ,Bac +5 et plus,Informatique,"Bac+5 en Réseaux et Systèmes Informatique3 à 4 ans d’expériences en tant que Coordinateur IT.Rigueur, organisation, et bonne capacité d’analyse.Aptitude à la réactivité et l'anticipationAutonomie et InitiativeSens du contact et du dialogueSens du serviceBonne présentation et bonne expression oraleBon relationnelCompétences Techniques :Système d'exploitation : Microsoft Windows 10 et (Windows Server 2012 R2 à Windows Server 2016 et plus) avec couches réseauxMaîtrise de quelques outils d’exploitation (antivirus, supervision …);Connaissances SCCM (déploiement Master poste de travail);Connaissance des environnements techniques : Fortigate, VMWare, Messagerie Exchange, Active Directory, réseaux TCP/IP, WifiConnaissance de TCP/IP et de la Téléphonie sur IP (AVAYA et Teams)Connaissance d’un environnement Réseau Cisco et HP",CDI,https://www.rekrute.com/offre-emploi-coordinateur-it-site-recrutement-alten-maroc-fes-127323.html,20/09/2021
Business Analyst Mainframe H/F - CASABLANCA,Groupe Adaming,"Abou Bakr El Kadiri, Immeuble OTIS (étage 4) ZENITH,", De 3 à 5 ans ,Bac +5 et plus,Informatique,"De formation Bac+5, vous justifiez d’au moins 2 ans d’expérience dans un poste similaire ;• Vous avez fait vos premières armes en développement mainframe avant d'évoluer vers du fonctionnel ;• Vous maitrisez Jira et vous savez manier des requêtes (SQL par ex) pour investiguer les incidents ;• Vous disposez d'un très bon niveau d'anglais (à l’écrit et à l’oral) ;• Vous souhaitez approfondir vos compétences fonctionnelles dans le domaine de l’industrie d’automobileEnfin,Vous êtes reconnu pour votre sens du relationnel, votre esprit d’analyse et que vous aimez les projets à forte valeur ajoutée, ce poste est fait pour vous !",CDI,https://www.rekrute.com/offre-emploi-business-analyst-mainframe-hf-recrutement-groupe-adaming-casablanca-129130.html,20/09/2021
Consultant(e)s SAP WM/HUM - CASABLANCA,Groupe Adaming,"Abou Bakr El Kadiri, Immeuble OTIS (étage 4) ZENITH,", De 3 à 5 ans ,Bac +5 et plus,Informatique,"De formation Bac+5, Vous avez une expérience de 3 ans minimum dans l’implémentation (conception et paramétrage) des modules WM/HUM de SAP et si possible d’autres modules SAP.Vous êtes également reconnu pour vos qualités rédactionnelles, votre capacité de synthèse et votre bonne communication ;Vous avez un bon sens du service client et êtes adaptable à tous types d’environnements de travail ;Vous faites preuve d’une certaine autonomie et avez démontré vos capacités à travailler en équipe.Si vous êtes consultant fonctionnel SAP autour des métiers de la logistique et souhaitez mener de nouveaux challenges…rejoignez-nous !",CDI,https://www.rekrute.com/offre-emploi-consultantes-sap-wmhum-recrutement-groupe-adaming-casablanca-129129.html,20/09/2021
Directeur de projet SAP H/F - CASABLANCA,Groupe Adaming,"Abou Bakr El Kadiri, Immeuble OTIS (étage 4) ZENITH,", De 5 à 10 ans ,Bac +5 et plus,Informatique,"De formation supérieure en informatique, ingénieur ou équivalent, vous justifiez d’une expérience de plus de 5 ans dans le pilotage de projet SAP (Logistique et Finance) ;• Vous avez une bonne vision traverse des processus métier de l’entreprise et avez acquis une bonne connaissance de l’ensemble des modules fonctionnels de SAP et leur intégration (SD/MM/WM/FI/CO) ;• Vous savez structurer, planifier et piloter un projet SAP sur toutes ses dimensions y compris organisationnelle / gestion du changement, solution, technique et migration des données ;• Vous faites preuve de leadership, vous êtes force de proposition et êtes reconnu par vos qualités de négociation et de relation client ;• L’esprit d’équipe et le sens du service sont importants pour vous ;• Une expérience offshore ou internationale serait un vrai plus.",CDI,https://www.rekrute.com/offre-emploi-directeur-de-projet-sap-hf-recrutement-groupe-adaming-casablanca-129128.html,20/09/2021
Ingénieur Logiciel DevOps - Casablanca,Sofrecom Services Maroc,"Batiment B0, 2 éme Etage, Technopolis, 11100, Sale Al Jadida, Rabat-Salé-Zemmour-Zaër, Maroc", De 3 à 5 ans ,Bac +5 et plus,Informatique,"ngénieur informatique ayant les connaissances suivantes : - une maitrise du développement logiciel d’outils d’un SI d’entreprise (Front & Back Office, Api et technologie sous jacents) sur environnement Cloud, - une connaissance pratique des méthodologies Agile et développement Cloud (12 factors App), - une connaissance avancée du développement et du déploiement en continu.",CDI,https://www.rekrute.com/offre-emploi-ingenieur-logiciel-devops-recrutement-sofrecom-services-maroc-casablanca-129127.html,20/09/2021
Contrôleur Qualité IT - Rabat,Webhelp Maroc,"28 avenue Allal Ben Abdallah 10000, Rabat, MAROC", Débutant ,Bac +2,Informatique,"• Profil requis :o Formation supérieure Bac+2, Bac+3 en informatiqueo Franco-anglophone (français plus important que l’anglais). Niveau B2 requiso Esprit d’analyseo Sens du détailo Qualités relationnelleso PI, le poste ne requiert pas une expertise techniqueContrat Anapec",Autre,https://www.rekrute.com/offre-emploi-controleur-qualite-it-recrutement-webhelp-maroc-rabat-127525.html,20/09/2021
Administrateur Système - Casablanca,Sofrecom Services Maroc,"Batiment B0, 2 éme Etage, Technopolis, 11100, Sale Al Jadida, Rabat-Salé-Zemmour-Zaër, Maroc", De 3 à 5 ans ,Bac +5 et plus,Informatique,"Compétences et qualités requises :Techniques :Les compétences techniques requises sont :- Système d’exploitation Linux et Windows- Produit d’infrastructures :o Web (Apache, Tomcat…)o Mail (SendMail…)Les connaissances suivantes seraient un plus :- Système d’exploitation AIX, HP-UX et Solaris- Produits d’infrastructures :o Ordonnanceur (DollarU, OneAutomation…)o Echanges (CFT, MQSeries…)o Sauvegardeso Supervision- Principes de sécurité informatique.- Principes des systèmes de stockage.- Solutions et technologies de virtualisation.- Méthode d’exploitation.Comportementales :- Aisance relationnelle- Qualité de reporting et de communication- Etre rigoureux et fiable, avoir le sens de la planification- Etre proactif- Aptitude au travail en transverse- Etre orienté service clients et qualité de service- Etre force de proposition- Savoir faire preuve de pédagogie et aptitude à transmettre",CDI,https://www.rekrute.com/offre-emploi-administrateur-systeme-recrutement-sofrecom-services-maroc-casablanca-129117.html,20/09/2021
"Consultants SAP BO H/F - Salé, Technopolis",CGI Technologies et Solutions Maroc,"1100, bd El Qods (Sidi Maârouf), Casanearshore, bât. shore 5, 2°ét.	, Sidi Maarouf", De 5 à 10 ans ,Bac +5 et plus,Informatique,"Poste :Dans le cadre de notre développement, CGI à Rabat recrutedesConsultants SAP BO.Vous participez à la réalisation de missions et projets autour des problématiques décisionnelles de nos clients.Vous aurez comme missions :La réalisation des rapports et univers sur SAP BI4 et/ou BO XI,La participationaux chantiers transverses de la Practice BI SAP (veille technologique, R&D, communication et événements,…),La mise en place d'un datawarehouse,L'accompagnement de migration,Les ateliers de conception et modélisation,Le Schéma directeur BI,La Gouvernance, MDM et urbanisation,L'Organisation des plateaux BI.",CDI,https://www.rekrute.com/offre-emploi-consultants-sap-bo-hf-recrutement-cgi-technologies-et-solutions-maroc-sale-technopolis-128974.html,20/09/2021
Ingénieur d'étude et développement - Salé (Technopolis),Novec,"Park Technopolis , imm. Novec", Moins de 1 an ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Bac+5 en génie logiciel d'une grande école d'ingénieurs ou équivalent.Connaissances en:C#.NET, ASP.NET Core, MVC, WCFVisual studio 2019Entity frameworkJavaScriptJQueryBootsrapHTML, CSSVSS/ TFSSQL ServerM2thode agile/ ScrumGitDes connaissance en Angular JS seraient un atout",CDI,https://www.rekrute.com/offre-emploi-ingenieur-detude-et-developpement-recrutement-novec-sale-technopolis-129021.html,20/09/2021
Administrateur N3 Senior Windows Server et Cloud (H/F) - Casablanca,CGI Technologies et Solutions Maroc,"1100, bd El Qods (Sidi Maârouf), Casanearshore, bât. shore 5, 2°ét.	, Sidi Maarouf", De 5 à 10 ans ,Bac +5 et plus,Informatique,"Poste :Dans le cadre de son développement , CGI cherche actuellement un Administrateur N3 senior ( Windows Server et Cloud )vous serez amener à :• Résoudre les alertes et les incidents liés à Windows Servers ou à la Platform de Virtualisation Vmware ou HyperV.• Mettre à jours les documents d’exploitation• Monter en compétences les plus juniors de l’équipe de support• Documenter et procédurier les taches récurrentes pour le N1• Déployer les nouveaux serveurs en Infra traditionnelle ou en Google Cloud• Organiser et déployer les patchs Microsoft mensuellement• Assister les applications owners à installer ou reconfigurer leur applications• Maintien des outils de supervision• Suivi du plan des sauvegardes• Réaliser les changements e MCO ou du BUILD• Maintien de la CMDB et suivi du processus de Mise en ProductionFonctions et responsabilités• Respect des SLA de support du MCO• Réaliser les changements et les demandes de Build dans les délais agréés.• Documenter les procédures N1, et N2 des taches récurrentes• Monter en compétences et accompagner les plus juniors de l’équipe Windows/Virtu• Assister les différents projets dans les mises en production ou dans les taches de migration vers le Cloud Google.• Maintien des KPI de la CMDB",CDI,https://www.rekrute.com/offre-emploi-administrateur-n3-senior-windows-server-et-cloud-hf-recrutement-cgi-technologies-et-solutions-maroc-casablanca-128979.html,20/09/2021
Administrateur N2 confirmé Tools (H/F) - Fès,CGI Technologies et Solutions Maroc,"1100, bd El Qods (Sidi Maârouf), Casanearshore, bât. shore 5, 2°ét.	, Sidi Maarouf", Moins de 1 an ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Poste :L’administrateur Tools est responsable du maintien en condition opérationnel sur les périmètres suivants : BDD, stockage, sauvegarde et Linux ainsi que la résolution des incidents mineurs ou majeures, coordonner avec les différentes équipes de support interne ou tierces pour garantir une plateforme opérationnelle.Il/elle est responsable d’implementer les changements avec une compléxité minueure ou moyenne.Fonctions et responsabilitésRespect des SLA de support du MCO sur les périmètres : BDD, Stockage, Sauvegarde, LinuxMise en place de la supervision des baieMaintenir les contacts des integrateurs dans chaque pays pour les soliciter au besoinCoordonner et suivre les actes de proximité liés au stockage.Réaliser les changements et les demandes de Build dans les délais agréés.Docuemnter les procédures N1, et N2 des taches réccurentesMonter en compétences et accompagner les plus juniors de l’équipe RéseauAssister les differents projets dans les mises en production ou dans les taches de migration vers le Cloud Google.Maintien des document HLD et LLD des solutions mise en place.",CDI,https://www.rekrute.com/offre-emploi-administrateur-n2-confirme-tools-hf-recrutement-cgi-technologies-et-solutions-maroc-fes-129040.html,20/09/2021
Ingénieur de Production / Exploitation applicative : VTOM (H/F) - Casablanca,CGI Technologies et Solutions Maroc,"1100, bd El Qods (Sidi Maârouf), Casanearshore, bât. shore 5, 2°ét.	, Sidi Maarouf", De 3 à 5 ans ,Bac +5 et plus,Informatique,"Poste :Dans le cadre de son développement , CGI cherche actuellement unIngénieur de Production / Exploitation applicative : VTOMvous serez amené à :• Assurer l’automatisation et l’exploitation des chaînes de traitements sous VTOM selon le besoin du demandeur. · Préparer, planifier et effectuer la gestion des traitements.• Développer et mettre à jour des scripts (lanceurs de requêtes SQL…)• Mettre aux normes les modes opératoires et les guides d’installation• Gérez l’intégration des plans d’ordonnancement sur les environnements de recette et de pré-production• Effectuez la gestion des incidents N3 liés à l’ordonnancement• Documenter l’activitéRESPONSABILITÉS ET TÂCHES PRINCIPALES :• Pilotage des livraisons et mise en production• Réaliser les changements et les demandes dans les délais agréés• Analyser et traiter les incidents• Documenter les procédures• Monter en compétences",CDI,https://www.rekrute.com/offre-emploi-ingenieur-de-production-exploitation-applicative-vtom-hf-recrutement-cgi-technologies-et-solutions-maroc-casablanca-128978.html,20/09/2021
Chef de projet sénior expert Amplitude - Freelance - Casablanca,Welink,34 rue baht angle avenue fal oueld oumir agda, De 5 à 10 ans ,Bac +5 et plus,Informatique,"- Ingénieur en Informatique de formation (ou équivalent), vous justifiez d'une expérience de 10 ans d’expérience sur les CBS et un minimum de 5 ans sur AMPLITUDE.Compétences techniques requises:- Connaissance des métiers de la banque- Connaissance fonctionnelle du CBS Amplitude- Maitrise du paramétrage CBS- Connaissance de l’architecture et modèle de données du CBSAptitudes / Qualités personnelles requises :- Aisance relationnelle- Capacité de s’adapter aux situations difficiles- Communication en français et en anglaisDurée :12 mois renouvelablesDate de début :ASAP au plus tard sous un moisLieu de la mission :CasablancaPour postuler via rekrute cliquer sur le bouton postuler en bas de la page.Pour plus de détails sur nos package de portage freelance: www.welink.ma",Freelance,https://www.rekrute.com/offre-emploi-chef-de-projet-senior-expert-amplitude---freelance-recrutement-welink-casablanca-128985.html,20/09/2021
Agent HelpDesk - Casablanca,Schenker Maroc,-, De 1 à 3 ans ,Bac +3,Informatique,"• Titulaire d'un Bac+3 dans le domaine de l’informatique;• Vous justifiez d'une expérience minimum de 2 ans en helpdesk ou dans l’assistance à utilisateurs;• Vous êtes à l'aise au téléphone;• Vous êtes reconnu(e) pour votre autonomie, votre rigueur, votre organisation mais également pour votre respect des procédures. votre sens de l’écoute, votre calme ainsi vos qualités pédagogiques seront très appréciées pour ce poste en contact avec les utilisateurs;• Vous serez amené(e) à travailler en horaire décalé sur une amplitude horaire en semaine de 7 h à 19 h et également les jours fériés marocains.",CDI,https://www.rekrute.com/offre-emploi-agent-helpdesk-recrutement-schenker-maroc-casablanca-128996.html,20/09/2021
Assistante de Direction Senior - Rabat,CGI Technologies et Solutions Maroc,"1100, bd El Qods (Sidi Maârouf), Casanearshore, bât. shore 5, 2°ét.	, Sidi Maarouf", De 5 à 10 ans ,Bac +5 et plus,Informatique,"Poste :Dans le cadre de notre développement, nous recrutons une Assistante de direction Senior qui aura pour missions:Gestion d’agendas complexesOrganisation des réunions et des rendez-vous (Assemblées générales, réunions de la Direction Générale),Gestion des appels téléphoniques, des abonnements, base de données et notes de fraisContact avec les directeurs pour résolution des différents problèmes rencontrésRédaction des comptes rendus de réunions,Création des présentationsCréation des procédures, gestion des salles de réunion, organisation des déplacements professionnels (avion, hôtel et visas)Réalisation des missions spécifiques confiées par le Directeur,Classement, archivage et suivi des dossiers de la Direction,Collaboration avec les différents départements,Organisation des événements,",CDI,https://www.rekrute.com/offre-emploi-assistante-de-direction-senior-recrutement-cgi-technologies-et-solutions-maroc-rabat-128973.html,20/09/2021
Chef de projet monétique - Freelance - Casablanca,Welink,34 rue baht angle avenue fal oueld oumir agda, De 10 à 20 ans ,Bac +5 et plus,Informatique,"Profil d’ingénieur (Bac +5) avec un minimum de 10 ans d’expérience sur des projets monétiqueMaitrise des méthodologies Projet, un sens de la communication orale et écrite développéExpérience AMOA fortement souhaitableCompétences techniques requises:Maîtrise des domaines Acquisition et EmissionMaîtrise du protocole Aptra NDC+Connaissance du protocole DiegoConnaissance de l’application Aptra LISAMaîtrise du Cycle de personnalisation de la carteConnaissance sur les modes opérateurs GAB (NCR, DN et autres)Maîtrise du process de certifications SchemsMaîtrise de la compensation GIM/Visa/MastercardConnaissances en infra fortement souhaitablesAptitudes / Qualités personnelles requises :AutonomieRigueurCapacité d’analyseForce de propositionEsprit d’équipeDurée :6 mois renouvelablesDate de début :ASAP au plus tard sous un moisLieu de la mission :CasablancaPour postuler via rekrute cliquer sur le bouton postuler en bas de la page.Pour plus de détails sur nos package de portage freelance: www.welink.ma",Freelance,https://www.rekrute.com/offre-emploi-chef-de-projet-monetique---freelance-recrutement-welink-casablanca-128995.html,20/09/2021
Consultant SAP BW (H/F) - Casablanca,CGI Technologies et Solutions Maroc,"1100, bd El Qods (Sidi Maârouf), Casanearshore, bât. shore 5, 2°ét.	, Sidi Maarouf", De 3 à 5 ans ,Bac +5 et plus,Informatique,"Poste :Dans le cadre de son développement , CGI recrute un Consultant SAP BWafin d’effectuer un court transfert de connaissance avec le prestataire auprès duquel nous effectuons une transition.Par la suite le consultant interviendra sur la gestion du RUN (traitement d’incidents) ainsi que sur le BUILD (évolutions).RESPONSABILITÉS ET TÂCHES PRINCIPALES:Traiter les demandes de gestion d’incidents sur l’outil JIRA en respectant les SLA.Analyserconcevoirdéveloppertester et livrer les éléments en réponse aux demandes d’évolution",CDI,https://www.rekrute.com/offre-emploi-consultant-sap-bw-hf-recrutement-cgi-technologies-et-solutions-maroc-casablanca-129014.html,20/09/2021
Assistant administratif (BPO) BAC+3 (H/F) - Fès,CGI Technologies et Solutions Maroc,"1100, bd El Qods (Sidi Maârouf), Casanearshore, bât. shore 5, 2°ét.	, Sidi Maarouf", Moins de 1 an ,"Bac +3
                                     - Université",Informatique,"Poste :L'assistant aura pour missions :Passer des commandes de fournitures, matériel ou consommablesLa saisie des ordre de missionLa saisie des NDF, en se basant sur les justifies reçus .Faire le suivi d'activité (Relance des feuilles de temps, les affectations des ressources….)Réaliser un suivi administratif du personnel",CDI,https://www.rekrute.com/offre-emploi-assistant-administratif-bpo-bac3-hf-recrutement-cgi-technologies-et-solutions-maroc-fes-129053.html,20/09/2021
Developpeur Mainframe - Rabat(Technopolis)/Casablanca (Casanearshore),DXC Technology Maroc,"Technopolis-Rabatshore , batiment B9 11100 Sala Al Jadida", De 3 à 5 ans ,"Bac +4
                                     - Ecole d'ingénieur",Informatique,"Profil d’entrée :Niveau de formation : De formation supérieure Bac +4/5 (type Ecole d'ingénieur, universitaire).Compétences Techniques:Niveau d’expérience professionnelle: à partir de 3 ans en programmation et développement d'applications informatiques en Mainframe.Ayant travaillé dans un contexte/équipe agileCompétences comportementales:Ayant travaillé dans un contexte/équipe agile.Sens de l’organisation et de la planificationAptitude au travail d’équipeSens du contact / Bon relationnelCompétences linguistiques:Français.Anglais.",CDI,https://www.rekrute.com/offre-emploi-developpeur-mainframe-recrutement-dxc-technology-maroc-rabattechnopoliscasablanca-casanearshore-129114.html,20/09/2021
Pilote Test et recette - Confirmé - Fès,ALTEN Maroc,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc, De 1 à 3 ans ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Vous disposez d'un Bac+5 en informatique, avec minimum 2 ans d'expérienceCompétences :Environnement IT, principes généraux de vie courante et recette (UAT)¨d’un SIPratique de l’anglais (autonome)Capacité d’animation, force de propositionEsprit de synthèse, capacités rédactionnellesRéactivitéFacultatif : Connaissances générales de la Supply Chain / Grands principes de distribution automobile",CDI,https://www.rekrute.com/offre-emploi-pilote-test-et-recette---confirme-recrutement-alten-maroc-fes-127962.html,19/09/2021
Ingénieur Test et recette Sénior - Fès,ALTEN Maroc,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc, De 3 à 5 ans ,Bac +5 et plus,Informatique,"Diplômé Bac + 5, spécialisé en informatique avec une expérience de minimum 3 ans dans un même poste .Compétences requises :• Parfaite maitrise du processus de test• Maitrise des outils de management des tests : HP quality center, squash TM , X-Ray…• Maitrise des méthodologies de gestion de projet, spécialement la méthode Agile• Maitriser les outils de Test des webservice (Rest, SoapUI)• Avoir l’esprit d’analyse, et autonomie.• Bon anglaisCompétences appréciées :• Certificat ISTQB très souhaitable• Connaissance des outils d’automatisation des tests (Sélénium / Appium, UFT, TestComplete)• Connaissance des outils de bug tracking (JIRA)• Maitrise d’Excel",CDI,https://www.rekrute.com/offre-emploi-ingenieur-test-et-recette-senior-recrutement-alten-maroc-fes-127934.html,19/09/2021
Analyste fonctionnel / Testeur confirmé - Fès,ALTEN Maroc,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc, De 3 à 5 ans ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,• Bonne communication en Français et en Anglais• Avoir une expérience de 2 ans minimum• Capacité de compréhension et de développement du besoin fonctionnel complexe• Expérience sur un des outils de test : Exemple Testlink• Expérience sur un des outils de gestion des tickets : Redmine / JIRA• Méthode SCRUM,CDI,https://www.rekrute.com/offre-emploi-analyste-fonctionnel-testeur-confirme-recrutement-alten-maroc-fes-127821.html,19/09/2021
Analyste fonctionnel / Testeur confirmé - Rabat,ALTEN Maroc,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc, De 1 à 3 ans ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,• Bonne communication en Français et en Anglais• Avoir une expérience de 2 ans minimum• Capacité de compréhension et de développement du besoin fonctionnel complexe• Expérience sur un des outils de test : Exemple Testlink• Expérience sur un des outils de gestion des tickets : Redmine / JIRA• Méthode SCRUM,CDI,https://www.rekrute.com/offre-emploi-analyste-fonctionnel-testeur-confirme-recrutement-alten-maroc-rabat-128016.html,19/09/2021
Responsable de lots documentaires - Fès,ALTEN Maroc,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc, De 3 à 5 ans ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Bac+5 en Mécanique.Expérience de minimum 3 ans dans une position similaire.Anglais impératif à l’écrit et à l’oralExpérience en supportExpérience en nomenclature produitConnaissances Catia, MAT 10000, Microsoft officeGestion d’équipe",CDI,https://www.rekrute.com/offre-emploi-responsable-de-lots-documentaires-recrutement-alten-maroc-fes-128269.html,19/09/2021
